2024-06-07 16:39:44,905 INFO    StreamThr :4135517 [internal.py:wandb_internal():85] W&B internal server running at pid: 4135517, started at: 2024-06-07 16:39:44.902823
2024-06-07 16:39:44,921 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status
2024-06-07 16:39:44,935 INFO    WriterThread:4135517 [datastore.py:open_for_write():87] open: /home/foottracker/myenv/FootTracker/wandb/offline-run-20240607_163944-5q6wyo72/run-5q6wyo72.wandb
2024-06-07 16:39:45,052 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: run_start
2024-06-07 16:39:45,066 DEBUG   HandlerThread:4135517 [system_info.py:__init__():26] System info init
2024-06-07 16:39:45,066 DEBUG   HandlerThread:4135517 [system_info.py:__init__():41] System info init done
2024-06-07 16:39:45,067 INFO    HandlerThread:4135517 [system_monitor.py:start():194] Starting system monitor
2024-06-07 16:39:45,068 INFO    HandlerThread:4135517 [system_monitor.py:probe():214] Collecting system info
2024-06-07 16:39:45,069 INFO    SystemMonitor:4135517 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-07 16:39:45,073 INFO    SystemMonitor:4135517 [interfaces.py:start():188] Started cpu monitoring
2024-06-07 16:39:45,082 INFO    SystemMonitor:4135517 [interfaces.py:start():188] Started disk monitoring
2024-06-07 16:39:45,090 INFO    SystemMonitor:4135517 [interfaces.py:start():188] Started gpu monitoring
2024-06-07 16:39:45,101 INFO    SystemMonitor:4135517 [interfaces.py:start():188] Started memory monitoring
2024-06-07 16:39:45,105 INFO    SystemMonitor:4135517 [interfaces.py:start():188] Started network monitoring
2024-06-07 16:39:45,261 DEBUG   HandlerThread:4135517 [system_info.py:probe():152] Probing system
2024-06-07 16:39:45,276 DEBUG   HandlerThread:4135517 [system_info.py:_probe_git():137] Probing git
2024-06-07 16:39:45,314 DEBUG   HandlerThread:4135517 [system_info.py:_probe_git():145] Probing git done
2024-06-07 16:39:45,314 DEBUG   HandlerThread:4135517 [system_info.py:probe():200] Probing system done
2024-06-07 16:39:45,315 DEBUG   HandlerThread:4135517 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-97-generic-x86_64-with-glibc2.29', 'python': '3.8.10', 'heartbeatAt': '2024-06-07T14:39:45.261594', 'startedAt': '2024-06-07T14:39:44.879546', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/foottracker/myenv/FootTracker/Detection/principal.py', 'codePathLocal': 'Detection/principal.py', 'codePath': 'Detection/principal.py', 'git': {'remote': 'https://github.com/JohanPETIT/FootTracker.git', 'commit': '1ee2b22fc17fb09af4456283f115c9512e6ee0e7'}, 'email': 'johan.petit@edu.esiee.fr', 'root': '/home/foottracker/myenv/FootTracker', 'host': 'pc5153d', 'username': 'foottracker', 'executable': '/home/foottracker/myenv/bin/python', 'cpu_count': 52, 'cpu_count_logical': 104, 'cpu_freq': {'current': 2089.423096153846, 'min': 1000.0, 'max': 4000.0}, 'cpu_freq_per_core': [{'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 1011.144, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}, {'current': 2100.0, 'min': 1000.0, 'max': 4000.0}], 'disk': {'/': {'total': 929.1299057006836, 'used': 803.0031471252441}}, 'gpu': 'NVIDIA RTX A5000', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA RTX A5000', 'memory_total': 25434652672}, {'name': 'NVIDIA RTX A5000', 'memory_total': 25424822272}], 'memory': {'total': 251.51649475097656}}
2024-06-07 16:39:45,316 INFO    HandlerThread:4135517 [system_monitor.py:probe():224] Finished collecting system info
2024-06-07 16:39:45,316 INFO    HandlerThread:4135517 [system_monitor.py:probe():227] Publishing system info
2024-06-07 16:39:45,343 INFO    HandlerThread:4135517 [system_monitor.py:probe():229] Finished publishing system info
2024-06-07 16:39:45,880 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: python_packages
2024-06-07 16:39:49,934 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:39:49,935 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:39:54,938 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:39:54,939 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:39:59,941 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:39:59,942 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:40:04,944 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:40:04,945 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:40:09,948 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:40:09,949 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:40:14,951 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:40:14,952 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:40:19,954 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:40:19,955 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:40:24,957 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:40:24,958 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:40:29,960 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:40:29,961 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:40:34,964 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:40:34,965 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:40:39,967 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:40:39,968 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:40:44,970 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:40:44,971 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:40:45,106 DEBUG   SystemMonitor:4135517 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-06-07 16:40:49,974 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:40:49,975 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:40:54,977 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:40:54,978 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:40:59,981 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:40:59,982 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:41:04,984 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:41:04,985 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:41:09,987 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:41:09,988 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
2024-06-07 16:41:14,991 DEBUG   HandlerThread:4135517 [handler.py:handle_request():158] handle_request: status_report
2024-06-07 16:41:14,992 DEBUG   SenderThread:4135517 [sender.py:send_request():406] send_request: status_report
