2024-06-15 19:03:32,842 INFO    StreamThr :762357 [internal.py:wandb_internal():85] W&B internal server running at pid: 762357, started at: 2024-06-15 19:03:32.839689
2024-06-15 19:03:32,867 DEBUG   HandlerThread:762357 [handler.py:handle_request():158] handle_request: status
2024-06-15 19:03:32,872 INFO    WriterThread:762357 [datastore.py:open_for_write():87] open: /home/foottracker/myenv/FootTracker/wandb/run-20240615_190332-69rn7mbc/run-69rn7mbc.wandb
2024-06-15 19:03:32,875 DEBUG   SenderThread:762357 [sender.py:send():379] send: header
2024-06-15 19:03:32,907 DEBUG   SenderThread:762357 [sender.py:send():379] send: run
2024-06-15 19:03:33,380 INFO    SenderThread:762357 [dir_watcher.py:__init__():211] watching files in: /home/foottracker/myenv/FootTracker/wandb/run-20240615_190332-69rn7mbc/files
2024-06-15 19:03:33,381 INFO    SenderThread:762357 [sender.py:_start_run_threads():1188] run started: 69rn7mbc with start time 1718471012.836806
2024-06-15 19:03:33,425 DEBUG   HandlerThread:762357 [handler.py:handle_request():158] handle_request: check_version
2024-06-15 19:03:33,426 DEBUG   SenderThread:762357 [sender.py:send_request():406] send_request: check_version
2024-06-15 19:03:33,589 DEBUG   HandlerThread:762357 [handler.py:handle_request():158] handle_request: run_start
2024-06-15 19:03:33,603 DEBUG   HandlerThread:762357 [system_info.py:__init__():26] System info init
2024-06-15 19:03:33,603 DEBUG   HandlerThread:762357 [system_info.py:__init__():41] System info init done
2024-06-15 19:03:33,604 INFO    HandlerThread:762357 [system_monitor.py:start():194] Starting system monitor
2024-06-15 19:03:33,605 INFO    HandlerThread:762357 [system_monitor.py:probe():214] Collecting system info
2024-06-15 19:03:33,606 INFO    SystemMonitor:762357 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-15 19:03:33,610 INFO    SystemMonitor:762357 [interfaces.py:start():188] Started cpu monitoring
2024-06-15 19:03:33,614 INFO    SystemMonitor:762357 [interfaces.py:start():188] Started disk monitoring
2024-06-15 19:03:33,621 INFO    SystemMonitor:762357 [interfaces.py:start():188] Started gpu monitoring
2024-06-15 19:03:33,640 INFO    SystemMonitor:762357 [interfaces.py:start():188] Started memory monitoring
2024-06-15 19:03:33,645 INFO    SystemMonitor:762357 [interfaces.py:start():188] Started network monitoring
2024-06-15 19:03:33,853 DEBUG   HandlerThread:762357 [system_info.py:probe():152] Probing system
2024-06-15 19:03:33,856 DEBUG   HandlerThread:762357 [system_info.py:_probe_git():137] Probing git
2024-06-15 19:03:33,895 DEBUG   HandlerThread:762357 [system_info.py:_probe_git():145] Probing git done
2024-06-15 19:03:33,895 DEBUG   HandlerThread:762357 [system_info.py:probe():200] Probing system done
